turbine_id,valid_at,wind_speed_ms,temperature_c
T2,2026-02-13T19:00:00Z,7.657903328324346,-0.24202067057285603
T2,2026-02-13T20:00:00Z,7.972804261033613,-0.14237569173172915
T2,2026-02-13T21:00:00Z,8.287717234785443,-0.04273071289060226
T2,2026-02-13T22:00:00Z,7.53511271383453,-0.15934855143223103
T2,2026-02-13T23:00:00Z,6.787885738073355,-0.2759663899739735
T2,2026-02-14T00:00:00Z,6.048029804209494,-0.39258422851560226
T2,2026-02-14T01:00:00Z,5.168943939347038,-0.14440002441403976
T2,2026-02-14T02:00:00Z,4.320490041274469,0.10378417968752274
T2,2026-02-14T03:00:00Z,3.524857835221797,0.35196838378908524
T2,2026-02-14T04:00:00Z,2.559016175672102,1.4359375000000227
T2,2026-02-14T05:00:00Z,1.596819947493803,2.5199066162109602
T2,2026-02-14T06:00:00Z,0.6545481117629376,3.6038757324218977
T2,2026-02-14T07:00:00Z,0.3150962932134358,3.205036417643271
T2,2026-02-14T08:00:00Z,1.0931455419028797,2.806197102864587
T2,2026-02-14T09:00:00Z,1.9275574533508222,2.4073577880859602
T2,2026-02-14T10:00:00Z,1.8581707486064907,1.538130696614644
T2,2026-02-14T11:00:00Z,1.7938696718143592,0.668903605143214
T2,2026-02-14T12:00:00Z,1.7352196810213862,-0.20032348632810226
T2,2026-02-14T13:00:00Z,1.7496348906333563,-0.5176045735676666
T2,2026-02-14T14:00:00Z,1.8160665641674871,-0.8348856608072879
T2,2026-02-14T15:00:00Z,1.9291484873644316,-1.1521667480468523
T2,2026-02-14T16:00:00Z,1.2359233415128807,-1.3465688069661041
T2,2026-02-14T17:00:00Z,0.5648636169073974,-1.540970865885356
T2,2026-02-14T18:00:00Z,0.31033382852744407,-1.7353729248046648
T2,2026-02-14T19:00:00Z,0.20144560965759248,-2.245830281575479
T2,2026-02-14T20:00:00Z,0.12397458951356534,-2.7562876383463504
T2,2026-02-14T21:00:00Z,0.14378866684379124,-3.2667449951171648
T2,2026-02-14T22:00:00Z,0.9932235423774027,-3.079484049479106
T2,2026-02-14T23:00:00Z,1.8777833710736542,-2.892223103841104
T2,2026-02-15T00:00:00Z,2.7639477801428844,-2.7049621582031023
T2,2026-02-15T01:00:00Z,3.671274894604223,-1.7715820312499773
T2,2026-02-15T02:00:00Z,4.5786422534892415,-0.8382019042968523
T2,2026-02-15T03:00:00Z,5.486029888035074,0.09517822265627274
T2,2026-02-15T04:00:00Z,6.2109241180972194,1.1657602945963959
T2,2026-02-15T05:00:00Z,6.942510253029186,2.236342366536462
T2,2026-02-15T06:00:00Z,7.678875866321521,3.3069244384765852
T2,2026-02-15T07:00:00Z,7.998378605820967,4.011692301432333
T2,2026-02-15T08:00:00Z,8.328831587388322,4.716460164388025
T2,2026-02-15T09:00:00Z,8.668982664502442,5.421228027343773
T2,2026-02-15T10:00:00Z,7.919616795297071,5.0496815999349565
T2,2026-02-15T11:00:00Z,7.171935451501719,4.6781351725260265
T2,2026-02-15T12:00:00Z,6.426526608200655,4.30658874511721
T2,2026-02-15T13:00:00Z,6.379128971528483,3.676344807942769
T2,2026-02-15T14:00:00Z,6.332679721974915,3.046100870768271
T2,2026-02-15T15:00:00Z,6.28719987936329,2.4158569335937727
T2,2026-02-15T16:00:00Z,6.2980532646248655,2.1749511718750227
T2,2026-02-15T17:00:00Z,6.319129751794775,1.9340454101562727
T2,2026-02-15T18:00:00Z,6.350327551470371,1.6931396484375227
